idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,url_avis
26-36985,2026-04-10,36,['36'],Commune De Deols,Rénovation des sols souples de l'école élémentaire Jean Monnet de la Ville de Déols,Revêtements de sols,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36985
26-37009,2026-04-10,83,['83'],SM Vol à Voile Fayence-Tourette (83),travaux de réhabilitation parking et terrassement,Terrassement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37009
26-36791,2026-04-10,45,['45'],COMMUNAUTE DE COMMUNES DU PITHIVERAIS-GATINAIS,Réfection à l’identique de l'Espace Enfance suite à un sinistre incendie,"Charpente, Couverture, Echafaudage, Revêtements de sols, Revêtements muraux",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36791
26-36515,2026-04-10,31,['31'],Reseau 31,Travaux De Realimentation Experimentale De La Nappe D'Accompagnement De La Garonne A Partir Du Canal De Saint Martory - Tranche N°2 - Creation D'Un Bassin D'Infiltration,Gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36515
26-36508,2026-04-10,63,['63'],Département du Puy-de-Dôme,Hôtel du Département - Restaurant inter-administratif : Rénovation de la ventilation et remplacement de la plonge,"Electricité (travaux), Ventilation",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36508
26-36509,2026-04-10,26,['26'],Département de la Drôme,Collège Paul Valéry - Travaux de mise aux normes Accessibilité,Charpente,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36509
26-36955,2026-04-10,78,"['78', '95']",Mairie de Maisons-Laffitte,Travaux de signalisation horizontale,Signalisation,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36955
26-36967,2026-04-10,27,['27'],Commune d'Alizay,AMENAGEMENT DE L'ESPACE MISSAK ET MELINEE MANOUCHIAN,"Espaces verts, Terrassement, Voirie, Ouvrage d'infrastructure",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36967
26-36687,2026-04-10,45,['45'],Orléans Métropole,Travaux de réaménagement du giratoire Montaran - Berthelot - Curembourg à Fleury Les Aubrais (2 lots),Voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36687
26-36688,2026-04-10,70,['70'],Département de la Haute-Saone,Travaux de réparation ou de remplacement des garde-corps sur les ouvrages d'art du département de la Haute-Saône,Ouvrage d'art,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36688
26-36909,2026-04-10,80,"['80', '2', '59', '60']",CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE,Réhabilitation d'un immeuble de bureaux au 32 Rue de Noyon à Amiens - 11 lots,"Peinture (travaux), Plomberie (travaux), Electricité (travaux), Bâtiment, Chauffage (travaux)",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36909
26-36563,2026-04-10,28,"['28', '27', '45', '61']",SAEDEL au nom et pour le compte de la commune de Thimert-Gatelles,THIMERT GATELLES - rénovation du foyer communal - Tranche 2 (2 phases techniques),Matériaux de construction,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36563
26-36580,2026-04-10,04,['4'],Commune De Digne-Les-Bains,Travaux d'installation de brises soleil extérieurs sur le bâtiment B et la passerelle de la Maison de Santé de Digne-Les-Bains,"Electricité (travaux), Menuiserie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36580
26-36707,2026-04-10,13,['13'],Département des Bouches-du-Rhône,ACHEVEMENT DU REMPLACEMENT DES VITRAGES ET LEVEE DES RESERVES AUX ARCHIVES ET BIBLIOTHEQUES DEPARTEMENTALES (ABD),Vitrerie,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36707
26-36671,2026-04-10,33,['33'],Ville de Gujan-Mestras,Remplacement des menuiseries extérieures et reprise de plusieurs toitures de l'école maternelle Paul Pouget,"Menuiserie, Couverture",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36671
26-36685,2026-04-10,73,['73'],Commune de Cognin,Création d'un parc - Zac des Coteaux,Voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36685
26-36551,2026-04-10,78,['78'],Centre Hospitalier Intercommunal de Poissy Saint-Germain-en-Laye,Travaux pour l'extension de l'EHPAD Les Oiseaux - Relance Lot 5 : Second Oeuvre,"Cloison, faux plafond, Menuiserie, Peinture (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36551
26-36629,2026-04-10,67,['67'],EPF Alsace,Travaux de désamiantage et déconstruction d’une ancienne boucherie à Val de Moder - Uberach,Amiante (désamiantage),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36629
26-35895,2026-04-10,34,['34'],Société d'Aménagement de Montpellier Méditerranée Métropole,Réalisation des travaux VRD de l'opération d'aménagements de la ZAC LAUZE-EST à Saint-Jean-de-Védas (34),Voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-35895
26-35808,2026-04-10,87,['87'],VILLE DE LIMOGES,Reconversion de l'ancienne caserne Marceau,Travaux de viabilité,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35808
26-36043,2026-04-10,59,['59'],CHU de Lille - ES du GHT HPGL,Travaux de rénovation et d'extension de la résidence Jean de Luxembourg  à Haubourdin et d'extension de la résidence les Magnolias à Loos,Gros oeuvre,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36043
26-35775,2026-04-10,51,"['51', '52', '54', '55', '57', '67', '68', '88']",Service d'infrastructure de la défense nord-est,"Accord-cadre à bons de commande pour la réalisation des petits travaux de plâtrerie, cloisons, faux plafonds et plancher technique au profit des sites dépendant du SID Nord-Est",Plâtrerie,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35775
26-36136,2026-04-10,93,['93'],Ville d'aubervilliers,"Groupement de commandes entre la ville et le CCAS relatif aux travaux publics pour l'entretien, les aménagements et les grosses réparations des bâtiments publics, de travaux de substitution sur les...","Maçonnerie, Peinture (travaux), Electricité (travaux)",Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36136
26-36567,2026-04-10,27,['27'],Mairie d'Evreux,Accord-cadre de travaux pour l'aménagement de la cuisine de l'école Paul Eluard et du groupe scolaire Bois Bohy à Evreux,"Bâtiment, Cuisine (équipement)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36567
26-36568,2026-04-10,75,['75'],Eppdcsi - Universcience Etablissement public à caractère industriel et commercial créé par décret interministériel du 3 décembre 2009,"Conception, réalisation, installation et soclage sur site d'éléments manipulables et d'objets pour l'exposition « Magie » à la Cité des Sciences et de l'Industrie",Décoration (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36568
26-36720,2026-04-10,59,['59'],MAIRIE D'HAZEBROUCK,"Travaux de remplacement du Système de Sécurité Incendie (SSI), de son alimentation et du matériel incendie Travaux de pose de portes coupe-feu de la Fondation Warein (M.E.C.S) à HAZEBROUCK en 4 lots",Sécurité incendie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36720
26-36434,2026-04-10,31,['31'],Reseau 31,Création du système d'assainissement collectif et renouvellement des réseaux d'eau potable sur la commune de Folcarde,"Alimentation en eau potable, Assainissement, Réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36434
26-36433,2026-04-10,17,['17'],Ville de La Rochelle,Travaux D'Entretien Et De Renovation Dans L'Ecole Maternelle Claude Nicolas - Menuiseries Aluminium  Verriere,Menuiserie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36433
26-36764,2026-04-10,54,['54'],Ville de Nancy,RESTAURATION INTÉRIEURE DE LA VILLA MAJORELLE PHASE II-.,Tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36764
26-36456,2026-04-10,06,['6'],"Département des Alpes-Maritimes - Direction de la Construction, de l'Immobilier et du Patrimoine",2026M0023 - Travaux de réfection du T.G.B.T et du TD du Bâtiment B - Parc routier départemental de Carros,"Bâtiment, Electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36456
26-36473,2026-04-10,84,['84'],4 Place De La Mairie,Travaux de rénovation de l'église Saint André,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36473
26-36514,2026-04-10,67,['67'],Commune de Fouchy,Aménagement d'un espace communal de loisirs et de convivialité,"Aire de jeux, Mobilier urbain, Conteneur, poubelles",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36514
26-36823,2026-04-10,28,"['28', '27']",Communaute De Communes Des Forets Du Perche,Accord-cadre à bons de commande de travaux d'assainissement en domaine privé sur le territoire de la Communauté de Communes des Forêts du Perche,"Canalisations, Assainissement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36823
26-36835,2026-04-10,04,['4'],Durance Luberon Verdon Agglomération,Construction De Batiments Pour Le Pole Technique Des Services Dlvagglo,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36835
26-36838,2026-04-10,69,['69'],Ville de Villefranche-sur-Saône,Marché de fouille archéologie préventive,Fouille archéologique,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36838
26-36989,2026-04-10,05,['5'],Département des Hautes-Alpes,Rd1091-Pont du Maurian - Superstructures et accès - Route Départementale n°1091 - P.R. 9+100 Commune de la Grave,"Ouvrage d'art, Voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36989
26-37001,2026-04-10,18,['18'],Mairie de Boulleret,TRAVAUX DE RENOVATION DU FOYER RURAL - Relance suite à procédure déclarée sans suite pour motif d'intérêt général,Tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37001
26-36949,2026-04-10,85,['85'],"EPF DE LA VENDEE
123 boulevard Louis Blanc
85000 LA ROCHE SUR YON",Travaux de désamiantage et de déconstruction d'un ensemble immobilier - LES RIVES DE L'YON (85),"Démolition, Amiante (désamiantage)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36949
26-36961,2026-04-10,971,['971'],SGPG - Marina du Bas Fort (971),marché de travaux visant à réorganiser et installer des postes de mouillage pour la plaisance,"Installation portuaire, Travaux sous-marins",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36961
26-35932,2026-04-10,29,['29'],Syndicat départemental d'énergie et d'équipement du Finistère,Renouvellement des installations d'éclairage public - 3 lots,Eclairage public,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35932
26-36073,2026-04-10,92,['92'],PARIS LA DEFENSE,Accord-cadre de Travaux de Réseaux de Chaleur sur le territoire de Paris la Défense : Phase 2,"Chauffage (travaux), Equipement thermique",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36073
26-36177,2026-04-10,43,"['43', '42', '7']",Région Auvergne-Rhône-Alpes - Pôle Maitrise d'Ouvrage,Entretien des chaussées existantes - Projet Aménagement de la RN88 entre Saint-Hostien et Le Pertuis,"Terrassement, Voirie, Voirie et réseaux divers",Marchés européens,Procédure Ouverte,Avis de marché,4,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36177
26-35987,2026-04-10,38,['38'],Isère Habitat (38),"Echirolles - Bianco Bavella
Construction de 56 logements répartis en deux bâtiments (R+7 et R+1) sur la commune d'Echirolles (38130)",Bâtiment,Marchés européens,Procédure Restreinte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-35987
26-36100,2026-04-10,62,['62'],CENTRE HOSPITALIER DE DUNKERQUE,Marché de travaux pour la restructuration et l'extension du plateau technique du Centre Hospitalier de la Région de Saint-Omer (AOO complémentaire lot C et D),"Electricité (travaux), Bâtiment, Plomberie (travaux)",Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36100
26-35931,2026-04-10,974,['974'],CIVIS,ENTRETIEN ET TRAVAUX NEUFS DE LA VOIRIE ET DES RESEAUX SUR LE TERRITOIRE DE LA CIVIS,Voirie,Marchés européens,Procédure Ouverte,Résultat de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-35931
26-36187,2026-04-10,43,"['43', '63']",Communauté de communes Brioude Sud Auvergne,CONSTRUCTION D'UN POLE VIANDE SUR LA Z A RANCHE AUSSEE A COHADE- RECONSULTATION POUR 13 LOTS,Equipement industriel,Marchés européens,Procédure NC,Avis informatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36187
26-36518,2026-04-10,31,['31'],Reseau 31,"Travaux de création du réseau de collecte des eaux usées et de la station d'épuration sur la commune de Soueich (31 160), renouvellement du réseau d'eau potable ainsi que remplacem","Alimentation en eau potable, Assainissement, Canalisations",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36518
26-36492,2026-04-10,06,['6'],Commune de Mougins,Travaux De Reamenagement Et D'Extension De La Cour Primaire Rebuffel - Mougins,"Mur de soutènement, Revêtements de sols, Terrassement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-36492
26-36554,2026-04-10,83,['83'],SAGEP,"Marchés de travaux pour la Requalification de l'ancienne crèche ""Josette Vincent"" en médiathèque/crèche sur la commune de la SEYNE SUR MER (83500)",Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36554
26-36549,2026-04-10,35,"['35', '27']",SID Nord Ouest,Marché de Conception-Réalisation rénovation ponts roulants,Mécanique,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-36549
