idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,url_avis
26-38254,2026-04-16,77,['77'],DRIAAF Ile-de-France,"Accord-cadre régional de pose en urgence, maintenance et dépose de clôtures anti-sangliers - DRIAAF IDF","Travaux agricoles, Travaux forestiers",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38254
26-38392,2026-04-16,12,['12'],Communauté de communes DES CAUSSES A L'AUBRAC,CONSTRUCTION DE LA STATION D’EPURATION  DE SAINT GENIEZ D’OLT,Station d'épuration (travaux),Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38392
26-38910,2026-04-16,21,['21'],Ville de Dijon,Ville De Dijon - Désimperméabilisation et végétalisation des cours d'écoles 2026 (2 lots),Travaux de viabilité,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38910
26-38911,2026-04-16,53,['53'],Centre Hospitalier de Laval (53),Travaux de réhabilitation du bâtiment des internes du Centre Hospitalier du Nord-Mayenne,"Maçonnerie, Menuiserie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38911
26-38988,2026-04-16,28,['28'],COMMUNAUTÉ DE COMMUNES COEUR DE BEAUCE,"CONSTRUCTION D'UNE ECOLE, D'UN RESTAURANT SCOLAIRE ET D'UN ACCUEIL PERISCOLAIRE A FRESNAY-L'EVEQUE (28310) : RELANCE LOT N° 2 CHARPENTE, LOT N° 7 DOUBLAGE, CLOISONS ISOTHERMIQUES, LOT N° 8 ELECTRICITE",Ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38988
26-38689,2026-04-16,69,['69'],Ville de Villefranche-sur-Saône,Marché de fouille archéologie préventive,Fouille archéologique,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38689
26-38676,2026-04-16,76,['76'],Ville de Grand-Couronne,Travaux De Reprise De Concessions Funeraires,Cimetière,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38676
26-38653,2026-04-16,66,['66'],Résidence Força Réal,Transformation d'une résidence de fonction en accueil de jour pour personnes âgées,"Bâtiment, Tous corps d'état",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38653
26-39062,2026-04-16,75,['75'],Ville de Paris- Direction Constructions Publiques et Architecture- Section Locale d'Architecture du 20ème arrondissement,"Opération 202417086 : Travaux de modernisation des réseaux d'alimentation en eau au collège Flora Tristan sis 4, rue Galleron 75020 Paris","Bâtiment, Plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39062
26-39067,2026-04-16,01,"['1', '39', '69', '73', '74', '71', '38']",SPL TERRITOIRE D'INNOVATION,Ouvrages d'Art,Ouvrage d'art,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39067
26-39099,2026-04-16,54,['54'],CHRU de Nancy,Marché de travaux de construction de la Pharmacie à Usage Intérieur (PUI) du CHRU de Nancy,"Bâtiment, Cloison, faux plafond, Menuiserie, Peinture (travaux), Pneumatiques, Porte automatique, portail, Revêtements de sols",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39099
26-38898,2026-04-16,19,['19'],DIR Centre Ouest,A20 – PR 269+715 - Travaux de renforcement de la buse des Brossards par chemisage béton armé (commune Ussac - département 19),Ouvrage d'art,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38898
26-38894,2026-04-16,13,['13'],MAIRIE DE SAUSSET LES PINS,"TRAVAUX DE CLOISONS, BARDAGES ET MENUISERIES EXTERIEURES POUR LE GYMNASE A.CALMAT (3 LOTS)","Cloison, faux plafond, Menuiserie",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38894
26-38858,2026-04-16,84,['84'],Ville De Le Pontet,Travaux de modernisation des toitures des bâtiments communaux,Tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38858
26-38796,2026-04-16,64,['64'],Société d'Exploitation Aéroportuaire Air'py,"Accord-cadre pour l'entretien des chaussées de l'Aéroport Pau Pyrénées : pontage de fissures, réparations des chaussées béton et marquage au sol",Voirie,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38796
26-38784,2026-04-16,13,['13'],Institut Paoli Calmettes,Travaux pour le remplacement d'un TEP de l'Institut Paoli Calmettes (4 lots),"Maçonnerie, Electricité (travaux), Menuiserie, Peinture (travaux), Serrurerie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38784
26-38634,2026-04-16,80,"['80', '62']",SDIS 80 Somme,"Le présent marché concerne la construction du Centre d'Incendie et de Secours de Fort-Mahon. 
Les caractéristiques principales sont les suivantes : 
Le projet se situe sur la Commune de Fort-Mahon,...","Bâtiment, Chauffage (travaux), Electricité (travaux), Peinture (travaux), Plomberie (travaux), Bardage",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38634
26-38803,2026-04-16,75,"['75', '93', '95', '77', '94', '92', '91']",Coallia,TRAVAUX DE TOITURE DU SITE RESIDENCE DU PARC D'AULNAY-SOUS-BOIS,"Etanchéité, Isolation, Couverture, Zinguerie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38803
26-38694,2026-04-16,02,"['2', '59', '60', '62', '80']",DISP DE LILLE,Travaux de couverture des cours de promenade par des filets antiprojections CP VENDIN LE VIEIL,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38694
26-38616,2026-04-16,68,['68'],SOCIETE COLMARIENNE DE CHAUFFAGE URBAIN,Accord-cadre de travaux à marché subséquent pour la réalisation d'extensions et de raccordements du réseau de chaleur de la ville de Colmar,"Chauffage (travaux), Réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38616
26-38742,2026-04-16,18,['18'],Ville Bourges,"Cea  - Travaux de Curage, Démolition, Dépollution, Charpente et Couverture","Charpente, Démolition",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38742
26-38019,2026-04-16,01,['1'],"SA ERILIA, société à mission","Construction de 62 logements  et d'un local gestionnaire ""Les Maladières"" à Thoiry (01710)",Bâtiment,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38019
26-37941,2026-04-16,37,"['37', '18', '36']",REGION CENTRE-VAL DE LOIRE,"Marché de travaux pour la mise en conformité ""accessibilité"" de 19 sites du patrimoine régional selon la loi
n°2005-102 du 11 février 2005 et sur la base de l'AD'AP - Période 2
Procédure d'a",Bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37941
26-38982,2026-04-16,04,['4'],Département des Alpes de Haute Provence,Création d'une Gestion Technique du Bâtiment à l'Immeuble François Mitterrand,"Bâtiment, Chauffage (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38982
26-38993,2026-04-16,75,['75'],ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,Travaux de remplacement de la production ECS du bâtiment Horloge-Hôpital Saint Antoine,Chauffage (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38993
26-38891,2026-04-16,84,"['84', '13']",Communauté d Agglomération Luberon Monts de Vaucluse,26TETX03 - Gros oeuvre pour la construction d'un site pour les activités de valorisation des déchets,Gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38891
26-39048,2026-04-16,13,['13'],Etablissement public foncier Paca,Travaux de désamiantage et de déconstruction d'un ensemble de bâtiments à La Trinité (06),Démolition,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39048
26-38888,2026-04-16,33,['33'],Port d'Arcachon,Travaux d'entretien sur voiries du Port d'Arcachon,Voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38888
26-38726,2026-04-16,37,['37'],Region Centre Val De Loire,Lycée Victor Laloux à Tours (37) Opération de construction d'un bâtiment Bts Prothésiste Dentaire,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38726
26-38643,2026-04-16,56,['56'],Lorient Agglomération,Enlèvement de bâches sur plantations forestières,"Bâche, Travaux forestiers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38643
26-38716,2026-04-16,51,['51'],Commune de Bazancourt,Travaux d’aménagement hydraulique Du bief de la Suippe à Bazancourt-.,Ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38716
26-38860,2026-04-16,28,"['28', '27']",Syndicat Eure Blaise Vesgre,Travaux de remise en état du moulin de Marcilly-sur-Eure (27),"Travaux dans l'eau, Travaux forestiers, Enrochements",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38860
26-37883,2026-04-16,972,['972'],Grand Port Maritime De La Martinique,TRAVAUX D'ENROBÉS,"Revêtements de sols, Voirie, Maintenance, Génie civil",Marchés européens,Procédure Ouverte,Résultat de marché,4,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-37883
26-38833,2026-04-16,971,['971'],"GHT DE LA GUADELOUPE, Direction des achats (Cellule des marches)",TRAVAUX D'AMENAGEMENT DE L'HELISURFACEPOUR LE COMPTE  DU CENTRE HOSPITALIER DE BASSE-TERRE (CHBT),Electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38833
26-38920,2026-04-16,30,['30'],Ville de Nîmes (30),"Aménagement scénographique de l'exposition temporaire ""Un monde d'images. L'Art Romain dans les collections du Louvre.""",Equipement muséographique,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38920
26-38954,2026-04-16,75,['75'],Crous de Paris,Travaux de réhabilitation de la Résidence universitaire Fénelon,"Plomberie (travaux), Electricité (travaux), Menuiserie, Ascenseur, Echafaudage",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38954
26-38657,2026-04-16,60,['60'],Département de l&#039;Oise,TRAVAUX D’AMENAGEMENT ET D’INSTALLATION D’UNE AIRE DE LAVAGE POUR VEHICULES LEGERS ET VEHICULES UTILITAIRES LEGERS SUR LE SITE RUE DES CHEMINOTS A BEAUVAIS,"Assainissement, Equipement hydraulique",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38657
26-38753,2026-04-16,77,['77'],Ville De Villeparisis,"Entretien et réfection des peintures, sols et signalétiques des bâtiments de la ville de Villeparisis",Peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38753
26-38684,2026-04-16,95,['95'],Mairie de Sannois,Travaux de construction d'un pôle de santé à Sannois,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38684
26-38686,2026-04-16,95,['95'],Mairie de Sannois,Aménagements des espaces extérieurs du Pôle de Santé à Sannois,"Electricité (travaux), Espaces verts, Voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38686
26-38843,2026-04-16,01,['1'],Communauté de Communes de Miribel et du Plateau,"Travaux de mise en séparatif du réseau d'assainissement, de remplacement du réseau unitaire et de renouvellement du réseau d'eau potable - Rue du Figuier - Miribel","Assainissement, Réseaux divers, Alimentation en eau potable",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38843
26-39041,2026-04-16,02,['2'],Mairie de Soissons,"Travaux d'aménagement du boulevard Pasteur, de la rue Poulette et de la rue Debordeaux à Soissons (02) et amorces des rues rayonnantes","Espaces verts, Voirie et réseaux divers, Eclairage public",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39041
26-37895,2026-04-16,60,"['60', '59', '80', '62', '75']",Société du Canal Seine-Nord Europe,Travaux d'aménagements écologiques et paysagers du secteur 3 du Canal Seine Nord Europe (CSNE),Espaces verts,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37895
26-38093,2026-04-16,60,"['60', '80', '59', '2', '75']",Société du Canal Seine-Nord Europe,"Aménagements paysagers et écologiques ""AmEco"" pour le secteur 1 du Canal Seine Nord Europe",Prestations de services,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38093
26-38397,2026-04-16,85,['85'],Ville des Sables d'Olonne,RENOVATION ET EXTENSION DU MUSEE ABBAYE STE CROIX - LOTS AOO,Maçonnerie,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38397
26-38258,2026-04-16,14,['14'],CONSEIL DEPARTEMENTAL DU CALVADOS (CD 14),2025ACA268 - RD219 - Recalibrage de chaussée ST Aubin sur Mer et Douvres la Délivrande,Voirie,Marchés européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38258
26-38309,2026-04-16,31,['31'],Ville de Toulouse,26V0041AOO - TRAVAUX DE CONSTRUCTION DE LA CITE DE LA DANSE-VA/VP,Bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38309
26-38230,2026-04-16,75,['75'],Sénat,Restauration des couvertures et charpentes de l'hôtel du Petit-Luxembourg Ouest,"Amiante (désamiantage), Charpente, Couverture, Dépollution, Echafaudage, Electricité (travaux), Maçonnerie, Menuiserie, Plâtrerie",Marchés européens,Procédure Restreinte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38230
26-38897,2026-04-16,59,['59'],Mairie de Villeneuve d'Ascq,"Travaux d'étanchéité, de toiture (médiathèque Till l'Espiègle - restaurant du groupe scolaire Taine - mairie de quartier de Breucq - salle de sport Cerdan) et de rénovation du sol","Etanchéité, Revêtements de sols",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38897
26-38983,2026-04-16,28,['28'],"Communauté de communes Coeur de Beauce
1 rue du docteur Casimir-Lebel
ZA l'Ermitage
28310 Janville-en-Beauce","Travaux de construction d'une école, d'un restaurant scolaire et d'un accueil périscolaire à Fresnay-L'Evêque",Ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38983
26-38926,2026-04-16,92,['92'],Spl Rueil Spectacles,Rénovation partielle du cinéma Ariel Centre,"Revêtements de sols, Peinture (travaux), Electricité (travaux), Matériel scénique, Matériel photographique et cinématographique",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38926
26-38938,2026-04-16,57,['57'],Mairie de Augny,"Rénovation énergétique et extension du groupe scolaire - 
DESAMIANTAGE ET SOLS SOUPLE - ECOLES LE PATURAL ET LES GALOPINS D'AUGNY","Revêtements de sols, Bâtiment",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38938
26-38841,2026-04-16,58,['58'],Ville de Nevers,Rénovation énergétique de l'école élémentaire Albert Camus - 2ème phase,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38841
26-38855,2026-04-16,17,['17'],Ville de La Rochelle,Travaux De Ravalement Des Facades Du Centre Nautique De Port Neuf A La Rochelle,"Peinture (travaux), Ravalement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38855
26-38965,2026-04-16,59,['59'],MAIRIE D'HAZEBROUCK,"Travaux d'aménagement intérieur du bâtiment Sacré Coeur en 9 lots - RELANCE DU LOT 1 ""CHARPENTE""",Gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38965
26-38817,2026-04-16,41,['41'],Terres de Loire Habitat,Travaux d'installation de Baeh et de Baes dans les bâtiments d'habitation collectifs de Terres de Loire Habitat,Sécurité incendie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38817
26-38909,2026-04-16,58,['58'],Centre Hospitalier de l&#039;Agglomération de Nevers,REMPLACEMENT DE LA CENTRALE DE DETECTION ET DE MISE EN SECURITE INCENDIE DU CENTRE DE CURE MEDICALE DE PIGNELIN,Détection incendie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38909
26-39087,2026-04-16,02,['2'],Ville de Saint-Quentin,Requalification de la Rue Hertz (Ouest) et aménagement du parking Marconi,"Eclairage public, Espaces verts, Signalisation, Voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39087
26-39066,2026-04-16,72,"['72', '49', '53', '44']",Sarthe Habitat,"Marché de Travaux de désamiantage, de déplombage, de curage et de déconstruction 1-3 place Jean Mermoz - 72300 Sablé-Sur-Sarthe - Programme 3098 - Affaire n°100900","Démolition, Amiante (désamiantage), Curage",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-39066
26-39078,2026-04-16,36,['36'],Communaute De Communes Du Pays D'Issoudun,Travaux De Reconstruction Du Pont 3 De La Tournemine Sur Le Territoire De La Commune D'Issoudun,Voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-39078
26-38369,2026-04-16,94,"['94', '91']",Etablissement Public Territorial  Grand-Orly Seine Bièvre,"Travaux d'entretiens, de grosses réparations et d'aménagements des bâtiments du Grand Orly Seine Bièvre","Menuiserie, Peinture (travaux), Plomberie (travaux), Charpente, Electricité (travaux), Ravalement, Ventilation, Vitrerie, Chauffage (travaux), Climatisation, Couverture, Etanchéité, Gros oeuvre, Revêtements de sols",Marchés européens,Procédure Ouverte,Résultat de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38369
26-37907,2026-04-16,75,['75'],Sénat,Construction d'un bâtiment de bureaux provisoire,Bâtiments modulaires,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37907
26-38352,2026-04-16,16,"['16', '87', '24', '17', '33']",EHPAD Les Minimes,"Restructuration et extension de l'EHPAD ""Ancien couvent des Minimes"" à Aubeterre-sur-Dronne - Marchés de travaux","Gros oeuvre, Plâtrerie, Peinture (travaux), Menuiserie, Ascenseur",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38352
26-38679,2026-04-16,41,['41'],Terres de Loire Habitat,Construction de 10 logements locatifs sociaux - Route de Céré-la-Ronde - 41110 POUILLE - Clause sociale pour les lots 1A-1B-2-4-5-6-7-8-9-10-11-12-13-14 - Chartre chantier propre - Lot 14 ELECTRICITE,Electricité (travaux),Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38679
26-38783,2026-04-16,01,['1'],Communauté de Communes de Miribel et du Plateau,"Travaux de mise en séparatif du réseau d'assainissement, de remplacement du réseau unitaire et de renouvellement du réseau d'eau potable - Rue du Figuier - Miribel","Alimentation en eau potable, Assainissement, Réseaux divers, Voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38783
26-38652,2026-04-16,59,['59'],Métropole européenne de Lille,Réalisation d’un local technique avec création d’un surpresseur d’eau potable.,Travaux dans l'eau,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38652
26-38762,2026-04-16,29,['29'],VALCOR,RENFORCEMENT DEFENSE INCENDIE UNITE DE VALORISATION ENERGETIQUE DES DECHETS DE CONCARNEAU (FR29900),"Gros oeuvre, Terrassement, Voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38762
26-37532,2026-04-15,94,"['94', '75', '77', '91', '92', '93', '95']",Ville de Saint-Maur-des-Fossés,Travaux d'entretien et de rénovation des toitures du patrimoine de la ville,"Bâtiment, Isolation, Couverture",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37532
26-37526,2026-04-15,78,['78'],Versailles Grand Parc,"Travaux d'évolution et maintenance du dispositif de vidéoprotection de voie publique, du réseau de fibres optiques et des applicatifs IP relatifs à la gestion centralisée du territoire et du patrimoin","Prestations de services, Electricité (travaux), Génie civil, Fibre optique, Maintenance",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37526
26-37461,2026-04-15,52,"['52', '88', '54', '55', '51', '10', '21', '70', '57']",DIR EST,2026-RN19-VIADUC-CHATENAY-MACHERON,Ouvrage d'art,Marchés européens,Procédure NC,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37461
26-37467,2026-04-15,94,"['94', '75']",Commune de Villiers-sur-Marne,"Travaux de construction de la nouvelle école maternelle Anne Frank
à Villiers-sur-Marne",Bâtiment,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37467
26-38204,2026-04-15,02,['2'],"GrandSoissons Agglomération Les Terrasses du Mail 11, avenue François Mitterrand 02880 CUFFIES",Travaux de création d'un cheminement piétons entre le parking de l'hôpital et le pôle d'échange multimodal à Soissons (02),"Espaces verts, Eclairage public, Voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38204
26-38224,2026-04-15,05,"['5', '4']",CITADIS,Réhabilitation partielle / extension du Centre Médical RIO VERT à LA SAULCE,Tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38224
26-38131,2026-04-15,06,['6'],Régie Parcs d'Azur (06),"Marché public de travaux de Menuiseries aluminium, Métallerie, Serrurerie, Clôtures sur les parcs de stationnement de la Régie Parcs d’Azur.","Menuiserie, Métallerie, Serrurerie, Clôture",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38131
26-38126,2026-04-15,80,"['80', '2', '59', '60']",CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE,"Réfection de la toiture de l'usine Relai Envie : 21 Rue Alfred Catel, 80000 Amiens",Couverture,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38126
26-38129,2026-04-15,27,['27'],Mairie De Gisors,Construction d'une extension pour le Ccas - Maison Mireille Pierson de Gisors (27),"Gros oeuvre, Electricité (travaux), Peinture (travaux), Menuiserie, Etanchéité",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38129
26-38152,2026-04-15,06,['6'],Régie Parcs d'Azur (06),Marché public de travaux pour l’installation d’un système de câblage pour un réseau de communication des équipements et de services fonctionnant sur le protocole TCP/IP sur les parcs de stationneme...,Réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38152
26-38278,2026-04-15,76,['76'],AGILE - Agence de Gestion de l'Immobilier de l'Etat,Travaux de remplacement des trois triplex d'ascenseurs de la Cité Administrative Saint Sever,"Ascenseur, Amiante (désamiantage), Maintenance",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38278
26-38186,2026-04-15,976,['976'],Ville de Mtsamboro (976),TRAVAUX DE SOUTÈNEMENT DU TALUS ET AMÉNAGEMENT DE PLACES DE STATIONNEMENT LE LONG DE LA RN1 DANS LE VILLAGE DE HAMJAGO - COMMUNE DE MTSAMBORO,"Espaces verts, Mur de soutènement, Signalisation, Terrassement, Voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,4,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38186
