idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,source_cyclable,alerte_l228,url_avis
26-49155,2026-05-19,45,"['45', '37', '91', '89', '58', '18', '41', '28', '21']",Direction Interrégionale de la Protection Judiciaire de la Jeunesse Grand-Centre,"Travaux de rénovation et de transformation d'un bâtiment d'habitation en un foyer éducatif avec hébergement, incluant uen opération de dépose soignée et de réemploi de matériaux","démolition, amiante (désamiantage), plomberie (travaux), electricité (travaux), serrurerie, clôture, chauffage (travaux), peinture (travaux), revêtements de sols, sécurité incendie, maçonnerie, menuiserie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49155
26-49169,2026-05-19,74,['74'],Ville de Rumilly,Travaux De Construction D'Un Batiment Affecte A La Direction De La Prevention Securite Sur La Commune De Rumilly,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-4,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49169
26-49178,2026-05-19,20A,"['20A', '20B']",Service d'Incendie et de Secours de Corse du Sud,Travaux de construction du Centre de Secours et d'Incendie de Piana,gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49178
26-48821,2026-05-19,57,['57'],Département de la Moselle,2026-TM0044 Construction d'une demi-pension en bâtiments modulaires au collège F. Rabelais de L'HOPITAL,bâtiments modulaires,Marchés européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48821
26-48690,2026-05-19,18,['18'],Communauté d'agglomération Bourges Plus,Aménagement des accès au champ captant de Souaire - Création d'ouvrages de franchissement de cours d'eau,"travaux dans l'eau, voirie et réseaux divers",Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-48690
26-48599,2026-05-19,08,['8'],Conseil Départemental des Ardennes,Accord-cadre - entretien et travaux de réhabilitation des bâtiments et des installations techniques du Patrimoine-.,tous corps d'état,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48599
26-48634,2026-05-19,73,['73'],Communauté de communes Val Vanoise,Travaux de réfection de la chambre de réunion et des captages du Creuset à Pralognan-la-Vanoise,"captage, génie civil",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48634
26-49211,2026-05-19,35,['35'],Établissement Public Foncier de Bretagne,Travaux de désamiantage et de déconstruction d'un ensemble de bâtiments sis Rue de Penthièvre à JUGON-LES-LACS (22270).,amiante (désamiantage),Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49211
26-49237,2026-05-19,38,['38'],Grenoble Alpes Metropole,Travaux de chemisage du réseau d'eaux usées situé boulevard de la Chantourne entre l'avenue du Grand Sablon et le chemin Ferrini - Commune de La Tronche,"assainissement, canalisations",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49237
26-49129,2026-05-19,67,['67'],Région Grand Est,Construction d'un bâtiment d'élevage de vaches laitières sur le site de La marchande au lycée d'enseignement général et technologique agricole de Château-Salins (57170) - Relance l,"menuiserie, plâtrerie",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,-4,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49129
26-49118,2026-05-19,74,['74'],Mairie de Poisy,Aménagement d'un Relais Petite Enfance,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49118
26-49264,2026-05-19,25,['25'],Département du Doubs,Restauration des menuiseries extérieures et amélioration énergétique au Musée Courbet à Ornans,menuiserie,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49264
26-49143,2026-05-19,25,['25'],Commune de Val-d'Usiers,Création d'un terrain de football A8 en gazon synthétique,terrain de sport,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49143
26-49152,2026-05-19,56,['56'],MAIRIE DE SARZEAU,AMÉNAGEMENT DE LA RUE DU GÉNÉRAL LECLERC,"voirie, voirie et réseaux divers, réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49152
26-49069,2026-05-19,75,"['75', '92', '93', '95', '78']",Coallia,REAMENAGEMENT DE L'ACCUEIL ET DE L'ESPACE DE CONVIVIALITE,"curage, menuiserie, revêtements muraux, plomberie (travaux), electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49069
26-49270,2026-05-19,09,"['9', '11', '31', '32', '34', '65', '66', '81', '82']",REGION GENDARMERIE OCCITANIE,TRAVAUX D’INSTALLATION DE CLIMATISATION CASERNE COURRÈGE À TOULOUSE (31400),climatisation,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49270
26-49193,2026-05-19,02,['2'],Marchés Publics,Requalification de l'avenue de Montmirail - Ville de Château-Thierry-.,ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49193
26-49564,2026-05-19,973,['973'],Collectivite Territoriale De Guyane,Travaux d'installation des bungalows A au lycée Melkior et Garré à Cayenne,"electricité (travaux), voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49564
26-49592,2026-05-19,21,"['21', '25', '38', '39', '67', '69', '70', '71']",CHU BESANCON FRANCHE COMTE,Travaux pour la rénovation de la chaufferie existante d’une unité de soins « La Belle Etoile ». Centre Hospitalier Spécialisé Saint-Ylie Jura Unité de soins La Belle Etoile,chauffage (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49592
26-49397,2026-05-19,32,['32'],Commune de L'Isle-Jourdain,RÉFECTION DU SOL SPORTIF DE LA SALLE OMNISPORTS DE LA HALLE DES SPORTS,revêtements de sols,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49397
26-49362,2026-05-19,30,['30'],Conseil départemental du Gard,Marché de travaux pour la rénovation du bâtiment Guillemette (ex-Hdd) à Nîmes,"bâtiment, tous corps d'état",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49362
26-49583,2026-05-19,81,['81'],Fondation Bon Sauveur d'Alby,Travaux De Rehabilitation Pour Le Service Dispositif Intersectoriel de Réadaptation Choisie du Tarn :   D.I.Re.C.T,"electricité (travaux), gros oeuvre, menuiserie, peinture (travaux), plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49583
26-49595,2026-05-19,91,['91'],SPL SEER,Création de sous-station de la DSP du secteur Nord de Ris-Orangis,"géothermie, chauffage (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49595
26-48858,2026-05-19,59,['59'],Service Départemental d’Incendie et de Secours du Nord,TRAVAUX DE DESAMIANTAGE  (relance du lot 1 uniquement),amiante (désamiantage),Marchés européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48858
26-49130,2026-05-19,74,['74'],Département de la Haute-Savoie,Rd11 - Pr 5+840 à 5+900 - Aménagement du carrefour avec la Rd21 - lieu-dit l'X - Commune d'Evian Les Bains,"terrassement, voirie, espaces verts",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49130
26-49131,2026-05-19,81,['81'],Fondation Bon Sauveur d'Alby,Travaux réfection de toitures  toiture  bâtiment 130a et son avant toit;  bâtiments 131 et ses avants toits et avant toit du bâtiment 129,couverture,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49131
26-49309,2026-05-19,17,['17'],Eau17 (17),Renouvellement du réseau d’eau potable Moulin de Châtre et Chemin des Groies - commune de Saint Séverin sur Boutonne,alimentation en eau potable,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49309
26-49134,2026-05-19,75,['75'],Ville de Paris- Direction Constructions Publiques et Architecture_ Section Locale d&#039;Architectures 89,GO: 201903820- Travaux de mise en accessibilité tout handicap du groupe scolaire situé 39 rue Aqueduc 75010 Paris _ Lot 1 TCE _ Lot 2 Travaux Façades_ Lot 3 Ascenseur,"ascenseur, sanitaire",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49134
26-49501,2026-05-19,09,['9'],Syndicat Mixte Départemental de l'Eau et de l'Assainissement,Réhabilitation du pompage de Trigueboire - Commune de Verniolle (09340),"ouvrage hydraulique, pompes",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49501
26-49514,2026-05-19,92,['92'],Département des Hauts-de-Seine,"Travaux D'Entretien Et De Remise En Etat Des Portiques, Potences Et Hauts-Mats (P.P.H.M.) Situes Sur Les Territoires Des Departements Des Yvelines Et Des Hauts-De-Seine",voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49514
26-49517,2026-05-19,20B,['20B'],Acqua Publica,"Mise en place de clôtures, portails, portillons et trappes de visite","clôture, porte automatique, portail",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49517
26-49587,2026-05-19,971,['971'],Grand Port Maritime Guadeloupe,"Marché à bons de commande pour la réalisation de travaux de Voiries et Réseaux Divers sur les sites portuaires de Pointe-à-Pitre et Jarry
Lot 2 - Réseaux Divers 2026",voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49587
26-49594,2026-05-19,972,['972'],Syndicat Martiniquais de Traitement et de Valorisation des Déchets,Travaux De Reparation Du Reseau De Canalisations Biogaz Du Centre D'Enfouissement Technique (Cet) Rehabilite Du Pte De La Trompeuse,canalisations,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49594
26-49411,2026-05-19,30,"['30', '34']",Spl Arac Occitanie,Travaux de mise en place de vidéosurveillance et complément contrôle d'accès au Lycée Albert Einstein à Bagnols sur Cèze,"contrôle d'accès, electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49411
26-49468,2026-05-19,64,['64'],SGAMI SO,2026-12-TX Marché de travaux pour la fourniture et l’installation de pompes à chaleur réversibles sur le site de l’Hôtel de Police de PAU (64),"chauffage (travaux), ventilation",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49468
26-48663,2026-05-19,976,['976'],Département-Région de Mayotte,TRAVAUX D'ELECTRIFICATION RURALE_RELANCE 2,electricité (travaux),Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48663
26-48672,2026-05-19,29,['29'],SID ATLANTIQUE,[PHASE CANDIDATURE] 9261-9263-9264-9265-9266-9267-ACCORD-CADRE A BONS DE COMMANDE CONCERNANT DES TRAVAUX NEUFS ET DE RENOVATION TOUS CORPS D'ETAT SUR LES SITES DE LA BASE DE DEFENSE DE BREST-LORIENT,"gros oeuvre, menuiserie, electricité (travaux), plomberie (travaux), cloison, faux plafond, revêtements de sols, revêtements muraux, peinture (travaux), climatisation, ventilation, charpente, couverture, etanchéité, terrassement, voirie et réseaux divers, clôture",Marchés européens,Procédure Négociée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48672
26-49114,2026-05-19,30,['30'],Nîmes Métropole (30),Commune de Saint-Gervasy. Equipements et aménagements divers du forage de Crève Caval.,"station de pompage, forage, génie civil, canalisations, electromécanique",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49114
26-49332,2026-05-19,95,['95'],Commune de Bezons,La présente consultation a pour objet l'aménagement des cours et de l'extérieur du groupe scolaire Albert 1er de la commune de Bezons (95870).,"maçonnerie, menuiserie, plâtrerie, plomberie (travaux), electricité (travaux), ascenseur, ventilation, chauffage (travaux), cuisine (équipement), revêtements de sols, revêtements muraux",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49332
26-49242,2026-05-19,27,"['27', '28']",Sae De La Paquetterie,"Travaux de création d'un château d'eau à Laons, y compris restructuration du réseau de Laons et amélioration de la télégestion","alimentation en eau potable, station de pompage, canalisations, electromécanique",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49242
26-49295,2026-05-19,67,['67'],Port autonome de Strasbourg,Entretien des terrains de la Zac de Lauterbourg,espaces verts,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49295
26-49484,2026-05-19,59,['59'],"Métropole européenne de Lille - Direction Commande publique - CSP Territoire - 2 boulevard des Cités Unies
CS 70043 - 59 040 Lille cedex",Travaux de pose de structures sportives (arbres à paniers de basket et fronton de one wall) sur le territoire de la MEL,matériel de travaux publics,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49484
26-49516,2026-05-19,07,['7'],Département de l'Ardèche,Travaux d'installations photovoltaïques pour 2 sites du Département de l'Ardèche,photovoltaïque,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49516
26-49482,2026-05-19,65,['65'],COMMUNAUTE D'AGGLOMERATION TARBES-LOURDES-PYRENEES,Travaux de réalisation de quatre générateurs photovoltaïques,"photovoltaïque, couverture",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49482
26-49427,2026-05-19,35,['35'],Établissement Public Foncier de Bretagne,"Travaux de déconstruction des bâtiments situés rue de la forge, place de l’église et rue saint Anne à La-Noé-Blanche (35470).","amiante, démolition, curage",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49427
26-49554,2026-05-19,54,"['54', '55', '57', '88']",Ville de Villers-Les-Nancy,TRAVAUX DE MACONNERIE-.,maçonnerie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49554
26-49366,2026-05-19,76,['76'],Commune de Malaunay,Travaux de renaturation de la cour de l'école maternelle Georges Brassens à Malaunay (76770),"espaces verts, aire de jeux",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49366
26-49353,2026-05-19,77,['77'],Mairie De Lagny Sur Marne,Fourniture Et Pose De Signalisation Horizontale Et Verticale,signalisation,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49353
26-48684,2026-05-19,66,['66'],CONSEIL DEPARTEMENTAL DES PYRENEES-ORIENTALES,Port de Port-Vendres - Reconstruction du quai et mise aux normes de l'aire d'avitaillement,"démolition, installation portuaire",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48684
26-48686,2026-05-19,76,['76'],Département de la Seine-Maritime - DCE1,"Accord-cadre :  travaux de couverture Zone de Rouen,  Le Havre",bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48686
26-48832,2026-05-19,33,['33'],Commune de Talence,Travaux de construction d’une cuisine centrale,bâtiment,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48832
26-49240,2026-05-19,57,['57'],Thionville Fensch Agglomération,Travaux De Renouvellement Du Réseau D'Eau Potable Et Reprise Des Branchements - Rue Artois A Terville,"alimentation en eau potable, canalisations",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49240
26-49241,2026-05-19,25,['25'],Grand Besançon Métropole,Réfection revêtement résine de maintien du rail sur l'ouvrage Battant,"voies ferrées, revêtements de sols",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49241
26-49180,2026-05-19,73,['73'],Commune de La Plagne Tarentaise,"Travaux de reprise d'un glissement de terrain et de sécurisation des canalisations enterrées Eu et Ep près du hameau de Montorlin, sur la commune de La Plagne Tarentaise","mur de soutènement, terrassement",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49180
26-49271,2026-05-19,974,['974'],Commune de Saint-Joseph - Service de la Commande Publique,25PA010 RÉHABILITATION PARTIELLE DE L' ÉCOLE DE BÉZAVES DE LA COMMUNE DE SAINT-JOSEPH - TRAVAUX DE VRD ET AMÉNAGEMENTS PAYSAGERS,"voirie et réseaux divers, espaces verts",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49271
26-49123,2026-05-19,16,['16'],Conseil Départemental de la Charente,Rd16 / Rd94 Sécurisation du carrefour - commune de Cherves-Châtelars,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49123
26-49200,2026-05-19,44,['44'],VILLE DE NANTES,AC Travaux Réhabilitation de parcs et squares,"réseaux divers, voirie, fontainerie, aire de jeux, clôture",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49200
26-49093,2026-05-19,06,"['6', '75']",CRPCEN,TRAVAUX DE DEMOLITION EN MILIEU PROTEGE DE LA CONTRE-JETEE,matériel de travaux publics,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49093
26-49349,2026-05-19,20A,['20A'],Communauté d'Agglomération du Pays Ajaccien,Travaux de restauration et d'entretien des cours d'eau,"berge, rivières/ruisseaux",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49349
26-49304,2026-05-19,971,['971'],FRANCE TRAVAIL,La consultation vise à la conclusion de marchés de travaux ayant pour objet l’aménagement du site France Travail Guadeloupe à Capesterre-Belle-Eau.,"cloison, faux plafond, electricité (travaux), menuiserie, peinture (travaux), revêtements de sols, revêtements muraux",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49304
26-49308,2026-05-19,30,['30'],Ville de Nîmes (30),Aménagement du Parc Jacques Chirac sur le site des anciennes pépinières Pichon,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49308
26-49280,2026-05-19,91,['91'],SPL SEER,"Travaux de réseau de chaleur - Densification sur les communes de Grigny, Sainte-Geneviève-des-bois et Ris-Orangis","chauffage (travaux), géothermie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49280
26-48711,2026-05-19,36,"['36', '18', '41']",Ville de Châteauroux,Construction du nouveau Centre Socio-Culturel Saint Jean Saint Jacques,"bâtiment, gros oeuvre, terrassement, espaces verts, voirie et réseaux divers, ravalement, peinture (travaux), echafaudage, charpente, couverture, bardage, etanchéité, menuiserie, serrurerie, plâtrerie, cloison, faux plafond, mobilier, revêtements de sols, revêtements muraux, carrelage, electricité (travaux), chauffage (travaux), ventilation, plomberie (travaux), sanitaire, isolation, ascenseur, climatisation",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48711
26-49064,2026-05-19,33,['33'],Iterg,"Marché pour la Construction d'un bâtiment industriel et tertiaire "" Projet AZIMUT ""  suite relance
des lots infructueux : lots GO / Charp Béton, Men intérieures,
Traitement des EU - Eaux de process.",bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-4,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49064
26-49078,2026-05-19,974,['974'],Régie comm d'eau et d'ass. La Créole,Marché de travaux pour la réhabilitation du forage FRH5- 3 Chemins,travaux dans l'eau,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49078
26-49474,2026-05-19,68,['68'],Université de Strasbourg,TRAVAUX DE CONSTRUCTION DU LOCAL POUBELLES DE LA MAISON INTERUNIVERSITAIRE DES SCIENCES SOCIALES ET DES HUMANITES D'ALSACE (MISHA),"gros oeuvre, charpente",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49474
26-49533,2026-05-19,42,['42'],ECOLE NAL SUP DES MINES DE ST ETIENNE,Démolition et reconstruction du mur d'enceinte ouest de Mines Saint-Etienne,maçonnerie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49533
26-49194,2026-05-19,79,['79'],Ville de Parthenay,"Entretien, relamping et amélioration de l'éclairage public",eclairage public,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49194
26-49175,2026-05-19,82,['82'],Ch Montauban,"Acquisitions Appels Malades Services Neurologie, Chirurgie A & B, Pédiatrie, Néonatalogie, Smr et Ago, Services Uippa et Usahc",equipements spécialisés,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49175
26-49356,2026-05-19,63,['63'],Département du Puy-de-Dôme,Rénovation des sanitaires du Lac Chambon à Murol,"sanitaire, charpente, menuiserie, plomberie (travaux), démolition",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49356
26-49223,2026-05-19,31,['31'],MAIRIE DE CUGNAUX,"Réalisation de revêtements des parcs, jardins, cimetières et espaces verts de la commune",espaces verts,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49223
26-48841,2026-05-19,92,"['92', '75', '94', '93', '77']","Ministères Transition écologique, Aménagement du territoire, Transports, Ville et Logement",Travaux de rénovation du réseau électrique de la tour séquoia,electricité (travaux),Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48841
26-49220,2026-05-19,54,['54'],Métropole du Grand Nancy,Etanchéité des trottoirs sur ouvrages d'art-.,ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49220
26-49228,2026-05-19,34,['34'],Société d'Aménagement de Montpellier Méditerranée Métropole,Zac Ode Acte 2 - Création d'un espace public et viabilisation d'un quartier de logements sur les Hauts de Lattes partie haute - Lot 1: Terrassements,terrassement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49228
26-49232,2026-05-19,27,"['27', '76']",Mairie de Beaumont-Le-Roger,Travaux de construction d'un complexe sportif à Beaumont-le-Roger (27170),"electricité (travaux), equipement sportif, gros oeuvre, menuiserie, plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49232
26-49136,2026-05-19,92,['92'],SEM SEINE OUEST HABITAT ET PATRIMOINE,travaux de rénovation des systèmes d’interphonie et de contrôle d’accès sur plusieurs résidences de la SEM Seine Ouest Habitat et Patrimoine,contrôle d'accès,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49136
26-49344,2026-05-19,67,"['67', '57', '55', '54', '88', '68']",Région Grand Est,Aménagement des locaux Attee au Lycée Loritz à Nancy - Lot unique Tce,"démolition, gros oeuvre, plâtrerie, menuiserie, peinture (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49344
26-49305,2026-05-19,75,['75'],ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,Travaux de remplacement de la production ECS du bâtiment Horloge - Hôpital Saint Antoine,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49305
26-49185,2026-05-19,01,['1'],Commune de Divonne-les-Bains,Marché d'entretien du lac de Divonne-les-Bains,"dragage, espaces verts, travaux dans l'eau",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49185
