idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,source_cyclable,alerte_l228,url_avis
26-46561,2026-05-07,83,['83'],Ville de Bormes Les Mimosas (83),Travaux réhabilitation de l'ancienne gendarmerie en logements saisonniers,"bâtiment, cloison, faux plafond, démolition, electricité (travaux), gros oeuvre",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46561
26-46592,2026-05-07,72,['72'],Département de la Sarthe,Travaux de petites réparations et divers entretiens des ouvrages d'art sur le réseau routier départemental de la Sarthe,"ouvrage d'art, voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-46592
26-46463,2026-05-07,29,"['29', '56']",CONCARNEAU CORNOUAILLE AGGLOMERATION,Travaux de réseaux humides sur la commune de Trégunc : Opérations Rue de la Gare et Kergleuhan,alimentation en eau potable,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46463
26-46436,2026-05-07,44,['44'],Grand Lieu Communauté,"Travaux de réhabilitation de réseaux d'eaux usées sur la commune de Saint-Lumine-de-Coutais (44), rue du Lidoré et rue d' Herbauges",réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46436
26-46478,2026-05-07,89,['89'],SIVOM du Gâtinais,Travaux de construction d’un réservoir sur tour de 300 m3 et de réhabilitation du réservoir existant de 900 m3 à Saint-Valérien (89),alimentation en eau potable,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46478
26-46310,2026-05-07,51,['51'],Ville de Châlons en Champagne,Réaménagement des espaces de collections de la Médiathèque Denis Diderot,"electricité (travaux), peinture (travaux), signalétique",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46310
26-46321,2026-05-07,80,['80'],Ville de RUE,Travaux de renouvellement de réseau d'eau potable rue de la Porte de Bécray et rue des îles Cozettes,alimentation en eau potable,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46321
26-46326,2026-05-07,69,"['69', '38', '1']",DRFIP Auvergne Rhône-Alpes,Travaux de remplacement du système de sécurité incendie de l’Espace Vivier Merle,sécurité incendie,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46326
26-46687,2026-05-07,29,['29'],Conservatoire du littoral,Conception et pose d'une passerelle piétonne - Commune de PLOUNEVEZ LOCHRIST (29),"etude, passerelle",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46687
26-46296,2026-05-07,56,['56'],Lorient Agglomération,Travaux de renouvellement des canalisations des réseaux d’eaux usées et d’eau potable dans le quartier des Navigateurs à Ploemeur,canalisations,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46296
26-46501,2026-05-07,33,['33'],Cci Bordeaux Gironde,"Accord cadre multi-attributaire pour la réalisation de travaux de second oeuvre pour la Chambre de Commerce et d'Industrie Bordeaux Gironde

Il n'est pas prévu de décompo","cloison, faux plafond, peinture (travaux), revêtements de sols, revêtements muraux",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46501
26-46458,2026-05-07,57,['57'],CA Saint Avold Synergie,Mise en conformité de l'assainissement des communes de Freybouse et Frémestroff - Tranche1 - Réseaux et Unité de traitement,"assainissement, lagunage",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46458
26-46469,2026-05-07,54,['54'],Orne Aval - S.I. Eaux Vallee Orne Aval,"Marché à bon de commandes travaux assainissement, eau potable et eau pluviale (accord cadre)","assainissement, alimentation en eau potable",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46469
26-46685,2026-05-07,26,['26'],Département de la Drôme,Restructuration du collège Gustave Monod à Montélimar,"amiante (désamiantage), electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46685
26-46697,2026-05-07,01,['1'],Ville de Bourg-en-Bresse,Travaux d'entretien et maintenance des toits - terrasses des bâtiments communaux de la ville de Bourg-en-Bresse,"bâtiment, maintenance, terrasse",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46697
26-46708,2026-05-07,69,['69'],Communaute De Communes Des Vallons Du Lyonnais,Réfection du poteau de soutien de la halle 93 au centre nautique intercommunal à Vaugneray,gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46708
26-45515,2026-05-07,972,['972'],DID Fort de France,MARTINIQUE (972) – FORT-de-FRANCE – Morne Desaix – Construction d’un bâtiment Cadres Célibataires (BCC) 40 place,bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,-4,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-45515
26-45621,2026-05-07,76,['76'],Métropole Rouen Normandie,"Conception, réalisation et exploitation maintenance du réseau de chaleur de Cléon-Saint-Aubin-lès-Elbeuf","chauffage (exploitation, entretien), chauffage (travaux)",Marchés européens,Procédure Dialogue compétitif,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-45621
26-45586,2026-05-07,50,['50'],Département de la Manche,"Travaux de renouvellement des Enduits Superficiels d'Usure (ESU) sur les routes
départementales au titre de la campagne 2026/2029",voirie,Marchés européens,Procédure Ouverte,Résultat de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-45586
26-46355,2026-05-07,30,['30'],Alès Agglomération,"Travaux divers crèche ""Les Blacous"" - Saint Privat des Vieux",bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46355
26-46376,2026-05-07,83,['83'],Département du Var,Restauration Du Mur D'Enceinte Fortifié En Façade Est Du Couvent Royal De Saint-Maximin-La-Sainte-Baume,maçonnerie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46376
26-46366,2026-05-07,85,['85'],Vendée Eau (85),26MOE089 - MISSIONS DE MAÎTRISE D'OEUVRE POUR DES TRAVAUX SUR LE BARRAGE DE SORIN (TALMONT-SAINT-HILAIRE - 85),barrage,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46366
26-46389,2026-05-07,35,['35'],Ville de Rennes,Remplacement d'un revêtement gazon synthétique sur un multisport du groupe scolaire Tregain,terrain de sport,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46389
26-46413,2026-05-07,01,"['1', '74']",Communauté d'agglomération du Pays de Gex,Accord-cadre relatif à l'exécution de travaux de mise en oeuvre et maintenance d'un dispositif de vidéoprotection.,télésurveillance,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46413
26-46424,2026-05-07,08,"['8', '10', '51', '52', '54', '55', '57', '88']",SID Nord-Est,DAF_2026_000273 - SUIPPES (51) – 132ième RIC - Réalisation de courettes témoins,"charpente, electricité (travaux), gros oeuvre, menuiserie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46424
26-46169,2026-05-07,07,['7'],Département de l'Ardèche,Travaux De Signalisation Horizontale Sur Le Reseau Routier Departemental,signalisation,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46169
26-46152,2026-05-07,27,"['27', '28']",Sae De La Paquetterie,"Travaux de création d'un château d'eau à Laons, y compris restructuration du réseau de Laons et amélioration de la télégestion","alimentation en eau potable, station de pompage, canalisations, electromécanique",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46152
26-46188,2026-05-07,49,['49'],Angers Loire Metropole (49),"Fourniture et pose d'ouvrages funéraires, de mobiliers et d'équipements funéraires, travaux d'aménagements et de rénovation, travaux de reprises de concessions dans les cimetières.","mobilier urbain, terrassement, prestations de services, equipements spécialisés",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46188
26-46265,2026-05-07,72,['72'],Commune de Coulaines,Rénovation de la creche cabriole lot 3,"cloison, faux plafond",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46265
26-46271,2026-05-07,40,['40'],Mairie de Parentis en Born,Réfection du terrain d'honneur de football en terrain synthétique stade Robert Bascouert,terrain de sport,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46271
26-46272,2026-05-07,976,['976'],CENTRE HOSPITALIER DE MAYOTTE,Travaux de Bureau Service Médecine – Zone 1 du Centre Hospitalier de Mayotte,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46272
26-46198,2026-05-07,10,"['10', '89']",Commune de Bérulle,Construction d'un garage à usage du CPI et d'un local communal technique-.,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46198
26-46287,2026-05-07,22,"['22', '29', '35', '44', '56']",IMT Atlantique,Refonte installation thermodynamique chambre froide restaurant R01 à IMT ATLANTIQUE campus de Brest,chambre froide,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46287
26-46299,2026-05-07,74,['74'],Bons-En-Chablais,Remplacement Du Gazon Synthetique Au Parc Sportif De Bons-En-Chablais (74),terrain de sport,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46299
26-46207,2026-05-07,71,['71'],Mâconnais-Beaujolais Agglomération,Travaux de signalisation cyclable sur le territoire de Mâconnais-Beaujolais Agglomération,signalisation,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46207
26-46279,2026-05-07,19,['19'],"CHU de Limoges, en tant qu'établissement support du GHT du Limousin",Travaux d'aménagement et d'installation de barrières pour un stationnement payant - Bâtiment oncologie et parking B au Centre Hospitalier de Brive,electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46279
26-46181,2026-05-07,60,['60'],Ville de Margny-Les-Compiègne,Végétalisation des cours des écoles Jules Ferry et Edouard Herriot B à Margny-Les-Compiègne,espaces verts,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46181
26-46263,2026-05-07,84,"['84', '13', '83', '26', '69']",Centre Hospitalier de Montfavet,Désamiantage bâtiment 52,amiante (désamiantage),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46263
26-46259,2026-05-07,89,['89'],SIVOM DU GATINAIS EN BOURGOGNE,Construction d’un réservoir d’eau potable de 200 m³ sur la commune de Saint-Agnan,"alimentation en eau potable, démolition, station de pompage",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46259
26-46048,2026-05-07,55,['55'],Grand Verdun,Réhabilitation d'une bibliothèque en médiathèque à l'hôtel des sociétés - Relance lot 11 - Peinture,peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46048
26-46132,2026-05-07,91,['91'],Ville de Juvisy sur Orge (91),Démolition d’un pavillon sis 8 Avenue de la Cour de France,démolition,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46132
26-46410,2026-05-07,57,['57'],EPFGE,Le présent marché a pour objet la requalification de l'ancienne fonderie SESA à SARREGUEMENINES (57) Lot 1 - Déconstruction et confortement de pignon  Lot 2 : Gestion des pollutions,"démolition, dépollution",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46410
26-46562,2026-05-07,83,['83'],Ville de Draguignan (83),TRAVAUX DE REQUALIFICATION DE LA COUR DE L’ÉCOLE MATERNELLE JEAN GIONO,terrassement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46562
26-46586,2026-05-07,02,['2'],Centre hospitalier de Saint Quentin,Réhabilitation thermique EHPAD Les Tuileries,"terrasse, equipement thermique, isolation, menuiserie, etanchéité",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46586
26-46318,2026-05-07,28,['28'],Commune de Lucé (28),Sécurisation de l’Hôtel de ville et de la Police Municipale de la ville de Lucé (28110),"alarme, surveillance",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46318
26-46322,2026-05-07,59,['59'],Métropole européenne de Lille,Travaux divers de génie civil sur le patrimoine des transports,génie civil,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46322
26-46337,2026-05-07,59,['59'],Syndicat Mixte des Transports du Douaisis (SMTD),"Travaux pour aménagement, entretien de voirie, arrêts bus, aire de stationnement et voie  TCSP",voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-46337
26-46521,2026-05-07,01,"['1', '39', '69', '73', '74', '71', '38']",SPL TERRITOIRE D'INNOVATION,Ouvrages d'Art,ouvrage d'art,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46521
26-46534,2026-05-07,44,['44'],Grand Lieu Communauté,"Travaux de réhabilitation du réseau d'eaux usées sur la commune de Montbert, rue des Vignes, rue des Chênes et place des Etamines",réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46534
26-46605,2026-05-07,17,['17'],Ville de La Rochelle,Parking Vieux Port Sud - Travaux De Reparation Et D'Embellissement,"bardage, gros oeuvre, menuiserie, peinture (travaux), plâtrerie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-46605
26-46368,2026-05-07,62,['62'],Conseil Départemental du Pas-de-Calais,Mpa-Cvmt-202662m0492 - Rd 62 - Acq - Haute-Avesnes - Pr 17 + 383 à  18 + 570 Retraitement en place aux liants Hydrocarbonés,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-46368
26-45286,2026-05-07,45,['45'],Orléans Métropole,"Accord cadre Travaux espace public compris entre 150 000 euros  HT et 1 500 000  euros  HT portant sur la voirie, l'éclairage public et l'aménagement paysager (3 lots)","voirie et réseaux divers, eclairage public",Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-45286
26-45368,2026-05-07,87,['87'],VILLE DE LIMOGES,NPNRU Gérard Philipe - Restructuration du groupe scolaire,travaux de viabilité,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-45368
26-45357,2026-05-07,52,['52'],Région Grand Est,Accord-cadre à bons de commande - Exécution des travaux non programmés de réparation sur le patrimoine immobilier sous maîtrise d'ouvrage régionale - Maison de TROYES - Secteur Nord Haute Marne,"electricité (travaux), chauffage (travaux), menuiserie, gros oeuvre, charpente",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-45357
26-45458,2026-05-07,93,['93'],EPT Plaine Commune,"Travaux d’entretien, de maintenance, d’aménagement, de rénovation, de restructuration, de construction dans le patrimoine immobilier exploité par Plaine Commune","bâtiment, maintenance",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-45458
